Beach Name,Water Temperature,Turbidity,Transducer Depth,Measurement ID
Montrose Beach,18.9,0.23,1.589,MontroseBeach201406290800
Osterman Beach,19,0.76,1.275,OstermanBeach201406290800
Ohio Street Beach,19.9,1.29,1.657,OhioStreetBeach201406290800
Rainbow Beach,17.9,0.75,1.478,RainbowBeach201406290800
Calumet Beach,20.7,0.9,1.444,CalumetBeach201406290900
63rd Street Beach,19.4,0.42,1.71,63rdStreetBeach201406290900
Montrose Beach,19.1,0.29,1.599,MontroseBeach201406290900
Osterman Beach,19.2,0.68,1.283,OstermanBeach201406290900
Ohio Street Beach,20.2,1.32,1.662,OhioStreetBeach201406290900
Rainbow Beach,17.9,0.64,1.51,RainbowBeach201406290900
Calumet Beach,20.9,0.85,1.431,CalumetBeach201406291000
63rd Street Beach,19.7,0.44,1.695,63rdStreetBeach201406291000
Montrose Beach,19.4,0.22,1.563,MontroseBeach201406291000
Osterman Beach,19.5,0.67,1.272,OstermanBeach201406291000
Ohio Street Beach,20.6,1.31,1.617,OhioStreetBeach201406291000
Rainbow Beach,17.8,0.58,1.504,RainbowBeach201406291000
Calumet Beach,21.2,0.97,1.453,CalumetBeach201406291100
63rd Street Beach,20,0.5,1.72,63rdStreetBeach201406291100
Montrose Beach,19.9,0.19,1.643,MontroseBeach201406291100
Osterman Beach,19.9,0.68,1.314,OstermanBeach201406291100
Ohio Street Beach,21.2,1.64,1.722,OhioStreetBeach201406291100
Rainbow Beach,17.8,0.74,1.523,RainbowBeach201406291100
Calumet Beach,21.2,0.91,1.439,CalumetBeach201406291200
63rd Street Beach,20,0.58,1.754,63rdStreetBeach201406291200
Montrose Beach,20.2,0.28,1.582,MontroseBeach201406291200
Osterman Beach,20.1,0.68,1.254,OstermanBeach201406291200
Ohio Street Beach,21,1.67,1.707,OhioStreetBeach201406291200
Rainbow Beach,17.9,0.7,1.561,RainbowBeach201406291200
Calumet Beach,21.7,1.07,1.389,CalumetBeach201406291300
63rd Street Beach,20,0.69,1.703,63rdStreetBeach201406291300
Montrose Beach,20.3,0.25,1.672,MontroseBeach201406291300
Osterman Beach,20.3,0.59,1.369,OstermanBeach201406291300
Ohio Street Beach,21.6,1.47,1.719,OhioStreetBeach201406291300
Rainbow Beach,17.8,0.95,1.5,RainbowBeach201406291300
63rd Street Beach,19.8,0.7,1.77,63rdStreetBeach201406291400
Calumet Beach,21.7,0.99,1.546,CalumetBeach201406291400
Calumet Beach,19.1,2.45,1.258,CalumetBeach201407011100
Montrose Beach,20.2,0.49,1.694,MontroseBeach201406291400
Osterman Beach,20.2,0.73,1.365,OstermanBeach201406291400
Ohio Street Beach,21.7,1.55,1.767,OhioStreetBeach201406291400
Rainbow Beach,17.5,0.87,1.587,RainbowBeach201406291400
63rd Street Beach,19.5,0.62,1.729,63rdStreetBeach201406291500
Montrose Beach,19.2,0.48,1.631,MontroseBeach201406291500
Osterman Beach,19.7,0.72,1.309,OstermanBeach201406291500
Ohio Street Beach,21.8,1.82,1.71,OhioStreetBeach201406291500
Rainbow Beach,17.9,0.87,1.554,RainbowBeach201406291500
Calumet Beach,21.7,1.22,1.434,CalumetBeach201406291600
63rd Street Beach,19.4,0.6,1.734,63rdStreetBeach201406291600
Montrose Beach,19,0.4,1.597,MontroseBeach201406291600
Osterman Beach,20.4,0.82,1.253,OstermanBeach201406291600
Ohio Street Beach,21.6,2.08,1.681,OhioStreetBeach201406291600
Rainbow Beach,17.6,1.31,1.51,RainbowBeach201406291600
Calumet Beach,21.6,1.22,1.405,CalumetBeach201406291700
63rd Street Beach,19.3,0.9,1.725,63rdStreetBeach201406291700
Montrose Beach,18.8,0.45,1.598,MontroseBeach201406291700
Osterman Beach,19.5,1.04,1.267,OstermanBeach201406291700
Ohio Street Beach,22,2.18,1.674,OhioStreetBeach201406291700
Rainbow Beach,17.6,0.93,1.523,RainbowBeach201406291700
Calumet Beach,21.3,1.13,1.385,CalumetBeach201406291800
63rd Street Beach,18.9,1.48,1.706,63rdStreetBeach201406291800
Montrose Beach,18.7,0.51,1.606,MontroseBeach201406291800
Osterman Beach,18.9,0.74,1.291,OstermanBeach201406291800
Ohio Street Beach,21.5,2.13,1.622,OhioStreetBeach201406291800
Rainbow Beach,17.1,1.04,1.491,RainbowBeach201406291800
Calumet Beach,21.2,1.21,1.409,CalumetBeach201406291900
63rd Street Beach,17.9,1.02,1.681,63rdStreetBeach201406291900
Montrose Beach,18,0.63,1.597,MontroseBeach201406291900
Osterman Beach,18.4,0.66,1.274,OstermanBeach201406291900
Ohio Street Beach,21.1,1.75,1.667,OhioStreetBeach201406291900
Rainbow Beach,17,0.86,1.48,RainbowBeach201406291900
Calumet Beach,21.1,1.23,1.403,CalumetBeach201406292000
63rd Street Beach,17.7,1.09,1.651,63rdStreetBeach201406292000
Montrose Beach,17.3,3.16,1.612,MontroseBeach201406292000
Osterman Beach,18.2,0.56,1.297,OstermanBeach201406292000
Ohio Street Beach,20.7,1.59,1.652,OhioStreetBeach201406292000
Rainbow Beach,17.2,0.86,1.472,RainbowBeach201406292000
Calumet Beach,21.2,1.04,1.337,CalumetBeach201406292100
63rd Street Beach,17.2,0.97,1.668,63rdStreetBeach201406292100
Montrose Beach,16.7,0.45,1.576,MontroseBeach201406292100
Osterman Beach,17.7,0.51,1.222,OstermanBeach201406292100
Ohio Street Beach,20.7,1.75,1.643,OhioStreetBeach201406292100
Rainbow Beach,16.7,0.84,1.488,RainbowBeach201406292100
Calumet Beach,21.2,1.19,1.367,CalumetBeach201406292200
63rd Street Beach,16.7,0.68,1.659,63rdStreetBeach201406292200
Montrose Beach,16.1,0.28,1.58,MontroseBeach201406292200
Osterman Beach,16.9,0.53,1.295,OstermanBeach201406292200
Ohio Street Beach,20.4,1.68,1.626,OhioStreetBeach201406292200
Rainbow Beach,16,0.77,1.454,RainbowBeach201406292200
Calumet Beach,21.1,1.03,1.395,CalumetBeach201406292300
63rd Street Beach,16.5,0.64,1.614,63rdStreetBeach201406292300
Montrose Beach,16,0.21,1.545,MontroseBeach201406292300
Osterman Beach,16.6,0.48,1.236,OstermanBeach201406292300
Ohio Street Beach,20.2,1.66,1.632,OhioStreetBeach201406292300
Rainbow Beach,15.8,0.69,1.405,RainbowBeach201406292300
Calumet Beach,21.1,0.88,1.373,CalumetBeach201406302400
63rd Street Beach,16.3,0.62,1.712,63rdStreetBeach201406302400
Montrose Beach,15.7,0.18,1.63,MontroseBeach201406302400
Osterman Beach,16.7,0.42,1.286,OstermanBeach201406302400
Ohio Street Beach,20.2,1.65,1.678,OhioStreetBeach201406302400
Rainbow Beach,15.7,0.71,1.492,RainbowBeach201406302400
Calumet Beach,21,0.81,1.446,CalumetBeach201406300100
63rd Street Beach,16.3,0.55,1.7,63rdStreetBeach201406300100
Montrose Beach,15.6,0.16,1.597,MontroseBeach201406300100
Osterman Beach,16.7,0.49,1.279,OstermanBeach201406300100
Ohio Street Beach,20.1,1.56,1.689,OhioStreetBeach201406300100
Rainbow Beach,15.6,0.68,1.514,RainbowBeach201406300100
Calumet Beach,20.9,0.77,1.425,CalumetBeach201406300200
63rd Street Beach,16.4,0.49,1.679,63rdStreetBeach201406300200
Montrose Beach,15.8,0.14,1.622,MontroseBeach201406300200
Osterman Beach,16.7,0.56,1.315,OstermanBeach201406300200
Ohio Street Beach,20.3,1.46,1.686,OhioStreetBeach201406300200
Rainbow Beach,15.5,0.69,1.489,RainbowBeach201406300200
Calumet Beach,19.9,0.89,1.391,CalumetBeach201406300600
63rd Street Beach,16.1,0.43,1.593,63rdStreetBeach201406300600
Montrose Beach,16,0.23,1.457,MontroseBeach201406300600
Osterman Beach,15.8,0.57,1.143,OstermanBeach201406300600
Ohio Street Beach,19.5,1.52,1.6,OhioStreetBeach201406300600
Rainbow Beach,15.1,0.77,1.416,RainbowBeach201406300600
Calumet Beach,19.9,0.79,1.436,CalumetBeach201406300900
63rd Street Beach,16.1,0.41,1.638,63rdStreetBeach201406300900
Montrose Beach,16.3,0.17,1.542,MontroseBeach201406300900
Calumet Beach,20.8,0.75,1.424,CalumetBeach201406300300
63rd Street Beach,16.7,0.57,1.682,63rdStreetBeach201406300300
Montrose Beach,16.8,0.24,1.64,MontroseBeach201406300300
Osterman Beach,16.8,0.56,1.329,OstermanBeach201406300300
Ohio Street Beach,20.3,1.44,1.671,OhioStreetBeach201406300300
Rainbow Beach,15.4,0.72,1.49,RainbowBeach201406300300
Calumet Beach,20.6,0.78,1.418,CalumetBeach201406300400
63rd Street Beach,16.6,0.52,1.656,63rdStreetBeach201406300400
Montrose Beach,16.1,0.22,1.39,MontroseBeach201406300400
Osterman Beach,16.6,0.47,1.106,OstermanBeach201406300400
Ohio Street Beach,20.2,1.46,1.513,OhioStreetBeach201406300400
Rainbow Beach,15.2,0.78,1.449,RainbowBeach201406300400
Calumet Beach,20.5,0.74,1.213,CalumetBeach201406300500
63rd Street Beach,16.2,0.58,1.676,63rdStreetBeach201406300500
Montrose Beach,16.1,0.13,1.505,MontroseBeach201406300500
Osterman Beach,16.3,0.38,1.182,OstermanBeach201406300500
Ohio Street Beach,19.8,1.77,1.554,OhioStreetBeach201406300500
Rainbow Beach,15.1,0.73,1.444,RainbowBeach201406300500
Calumet Beach,19.9,0.9,1.301,CalumetBeach201406300700
63rd Street Beach,15.9,0.46,1.512,63rdStreetBeach201406300700
Montrose Beach,15.9,0.1,1.547,MontroseBeach201406300700
Osterman Beach,15.7,0.37,1.262,OstermanBeach201406300700
Ohio Street Beach,19.4,1.6,1.511,OhioStreetBeach201406300700
Rainbow Beach,15.1,0.85,1.32,RainbowBeach201406300700
Calumet Beach,19.9,0.8,1.664,CalumetBeach201406300800
63rd Street Beach,16,0.37,1.833,63rdStreetBeach201406300800
Montrose Beach,16.2,0.08,1.625,MontroseBeach201406300800
Osterman Beach,16.2,0.51,1.357,OstermanBeach201406300800
Ohio Street Beach,19.4,1.42,1.707,OhioStreetBeach201406300800
Rainbow Beach,15.2,0.76,1.473,RainbowBeach201406300800
Calumet Beach,20.4,1.03,1.339,CalumetBeach201406301400
63rd Street Beach,16.6,0.6,1.607,63rdStreetBeach201406301400
Montrose Beach,18.6,0.67,1.454,MontroseBeach201406301400
Osterman Beach,17.8,0.61,1.12,OstermanBeach201406301400
Ohio Street Beach,21,1.21,1.653,OhioStreetBeach201406301400
Rainbow Beach,15.3,0.78,1.415,RainbowBeach201406301400
Calumet Beach,20,1.53,1.378,CalumetBeach201406301800
63rd Street Beach,15.5,0.86,1.764,63rdStreetBeach201406301800
Montrose Beach,17.2,0.42,1.61,MontroseBeach201406301800
Osterman Beach,17.7,0.73,1.305,OstermanBeach201406301800
Ohio Street Beach,19.4,1.99,1.679,OhioStreetBeach201406301800
Rainbow Beach,14.8,0.94,1.495,RainbowBeach201406301800
Osterman Beach,15.9,0.57,1.24,OstermanBeach201406300900
Ohio Street Beach,19.7,1.85,1.519,OhioStreetBeach201406300900
Rainbow Beach,15.2,0.89,1.481,RainbowBeach201406300900
Calumet Beach,19.9,0.87,1.354,CalumetBeach201406301000
63rd Street Beach,16.4,0.4,1.551,63rdStreetBeach201406301000
Montrose Beach,16.4,0.17,1.534,MontroseBeach201406301000
Osterman Beach,16.1,0.65,1.228,OstermanBeach201406301000
Ohio Street Beach,19.8,1.88,1.642,OhioStreetBeach201406301000
Rainbow Beach,15.3,0.84,1.315,RainbowBeach201406301000
Calumet Beach,19.9,0.85,1.371,CalumetBeach201406301100
63rd Street Beach,16.4,0.52,1.662,63rdStreetBeach201406301100
Montrose Beach,16.9,0.03,1.686,MontroseBeach201406301100
Osterman Beach,16.4,0.54,1.387,OstermanBeach201406301100
Ohio Street Beach,19.7,1.74,1.784,OhioStreetBeach201406301100
Rainbow Beach,15.2,0.89,1.454,RainbowBeach201406301100
Calumet Beach,20,0.88,1.295,CalumetBeach201406301200
63rd Street Beach,17,0.55,1.543,63rdStreetBeach201406301200
Montrose Beach,17.2,0.1,1.552,MontroseBeach201406301200
Osterman Beach,16.7,0.56,1.223,OstermanBeach201406301200
Ohio Street Beach,20.5,1.64,1.525,OhioStreetBeach201406301200
Rainbow Beach,15.3,0.88,1.419,RainbowBeach201406301200
Calumet Beach,20.4,0.94,1.296,CalumetBeach201406301500
63rd Street Beach,16.9,0.66,1.615,63rdStreetBeach201406301500
Montrose Beach,18.5,0.42,1.461,MontroseBeach201406301500
Osterman Beach,17.8,0.44,1.104,OstermanBeach201406301500
Ohio Street Beach,20.8,1.32,1.499,OhioStreetBeach201406301500
Calumet Beach,18.5,2.35,1.415,CalumetBeach201407020500
Calumet Beach,19.9,0.89,1.396,CalumetBeach201406301300
63rd Street Beach,16.6,0.85,1.642,63rdStreetBeach201406301300
Montrose Beach,17.6,0.42,1.599,MontroseBeach201406301300
Osterman Beach,16.9,0.54,1.314,OstermanBeach201406301300
Ohio Street Beach,20.6,1.35,1.633,OhioStreetBeach201406301300
Rainbow Beach,15.3,1.16,1.486,RainbowBeach201406301300
Calumet Beach,20.1,1.82,1.267,CalumetBeach201406301700
63rd Street Beach,16.6,0.96,1.599,63rdStreetBeach201406301700
Montrose Beach,17,0.59,1.462,MontroseBeach201406301700
Osterman Beach,17.6,0.55,1.161,OstermanBeach201406301700
Ohio Street Beach,19.6,1.79,1.576,OhioStreetBeach201406301700
Rainbow Beach,15.1,1.15,1.332,RainbowBeach201406301700
Montrose Beach,17.7,0.7,1.622,MontroseBeach201407011600
Ohio Street Beach,19.5,0.78,1.474,OhioStreetBeach201407011600
Calumet Beach,19,4.65,1.107,CalumetBeach201407011600
Rainbow Beach,15.3,1.04,1.401,RainbowBeach201406301500
Calumet Beach,20,1.31,1.305,CalumetBeach201406301600
63rd Street Beach,16.2,0.84,1.755,63rdStreetBeach201406301600
Montrose Beach,17.7,0.63,1.511,MontroseBeach201406301600
Osterman Beach,17.8,0.56,1.201,OstermanBeach201406301600
Ohio Street Beach,19.9,1.71,1.636,OhioStreetBeach201406301600
Rainbow Beach,15.1,0.89,1.575,RainbowBeach201406301600
Calumet Beach,19.1,2.01,1.367,CalumetBeach201407010800
63rd Street Beach,15.2,1.7,1.634,63rdStreetBeach201407010800
Montrose Beach,16.1,10.2,1.619,MontroseBeach201407010800
Osterman Beach,16.3,1.92,1.332,OstermanBeach201407010800
Ohio Street Beach,16.7,1.15,1.7,OhioStreetBeach201407010800
Rainbow Beach,15.3,1.6,1.481,RainbowBeach201407010800
Calumet Beach,20.2,2.33,1.33,CalumetBeach201406301900
63rd Street Beach,16,0.92,1.606,63rdStreetBeach201406301900
Montrose Beach,17,0.42,1.636,MontroseBeach201406301900
Osterman Beach,17.7,2.13,1.302,OstermanBeach201406301900
Ohio Street Beach,19.4,1.71,1.647,OhioStreetBeach201406301900
Rainbow Beach,14.7,0.81,1.382,RainbowBeach201406301900
Calumet Beach,19.6,1.4,1.332,CalumetBeach201406302000
63rd Street Beach,14.5,0.83,1.599,63rdStreetBeach201406302000
Montrose Beach,15.9,0.39,1.439,MontroseBeach201406302000
Osterman Beach,17,0.95,1.172,OstermanBeach201406302000
Ohio Street Beach,18.9,2.4,1.451,OhioStreetBeach201406302000
Rainbow Beach,14.4,0.88,1.406,RainbowBeach201406302000
Calumet Beach,19.4,1.28,1.433,CalumetBeach201406302100
63rd Street Beach,14.5,0.59,1.686,63rdStreetBeach201406302100
Montrose Beach,15.9,0.36,1.587,MontroseBeach201406302100
Osterman Beach,16.7,0.56,1.206,OstermanBeach201406302100
Ohio Street Beach,19.1,1.64,1.712,OhioStreetBeach201406302100
Rainbow Beach,14.4,0.8,1.487,RainbowBeach201406302100
Calumet Beach,19.4,1.99,1.312,CalumetBeach201406302200
63rd Street Beach,14.6,0.63,1.586,63rdStreetBeach201406302200
Montrose Beach,16,0.4,1.284,MontroseBeach201406302200
Osterman Beach,16.8,0.74,0.96,OstermanBeach201406302200
Ohio Street Beach,18.9,2.4,1.294,OhioStreetBeach201406302200
Rainbow Beach,14.5,0.82,1.297,RainbowBeach201406302200
Calumet Beach,19.2,2.13,1.477,CalumetBeach201406302300
63rd Street Beach,14.8,1.03,1.789,63rdStreetBeach201406302300
Montrose Beach,15.8,0.66,1.363,MontroseBeach201406302300
Osterman Beach,16.6,1.59,1.11,OstermanBeach201406302300
Ohio Street Beach,18.5,2.05,1.642,OhioStreetBeach201406302300
Rainbow Beach,14.6,1.4,1.641,RainbowBeach201406302300
Calumet Beach,19.2,2.56,1.115,CalumetBeach201407012400
63rd Street Beach,14.6,1.05,1.773,63rdStreetBeach201407012400
Montrose Beach,15.9,0.74,1.532,MontroseBeach201407012400
Osterman Beach,16.7,1.21,1.185,OstermanBeach201407012400
Ohio Street Beach,18.8,2.05,1.634,OhioStreetBeach201407012400
Rainbow Beach,14.7,2.01,1.556,RainbowBeach201407012400
Calumet Beach,19.2,3.54,1.111,CalumetBeach201407010100
63rd Street Beach,14.9,3.4,1.376,63rdStreetBeach201407010100
Montrose Beach,16,2.23,1.207,MontroseBeach201407010100
Osterman Beach,16.5,0.86,0.885,OstermanBeach201407010100
Ohio Street Beach,18.5,2.72,1.247,OhioStreetBeach201407010100
Rainbow Beach,14.7,2.13,1.132,RainbowBeach201407010100
Calumet Beach,19.1,2.55,1.213,CalumetBeach201407010200
63rd Street Beach,14.7,0.93,1.826,63rdStreetBeach201407010200
Montrose Beach,16.1,2.85,1.502,MontroseBeach201407010200
Osterman Beach,16.3,1.45,1.199,OstermanBeach201407010200
Ohio Street Beach,17.9,2.24,1.764,OhioStreetBeach201407010200
Rainbow Beach,14.8,2.35,1.561,RainbowBeach201407010200
Calumet Beach,19.2,2.76,1.399,CalumetBeach201407010300
63rd Street Beach,15,1.88,1.846,63rdStreetBeach201407010300
Montrose Beach,16.2,5.79,1.674,MontroseBeach201407010300
Osterman Beach,16.2,2.98,1.332,OstermanBeach201407010300
Ohio Street Beach,16.4,1.45,1.806,OhioStreetBeach201407010300
Rainbow Beach,14.9,1.85,1.694,RainbowBeach201407010300
Calumet Beach,19.1,2.39,1.638,CalumetBeach201407010400
63rd Street Beach,15.1,3.31,1.703,63rdStreetBeach201407010400
Montrose Beach,16,3.95,1.5,MontroseBeach201407010400
Osterman Beach,16.3,2.87,1.086,OstermanBeach201407010400
Ohio Street Beach,17.1,1.8,1.677,OhioStreetBeach201407010400
Calumet Beach,19.1,2.61,1.01,CalumetBeach201407010500
63rd Street Beach,15.1,2.94,1.463,63rdStreetBeach201407010500
Montrose Beach,15.8,1.59,1.796,MontroseBeach201407010500
Osterman Beach,16.2,2.44,1.45,OstermanBeach201407010500
Ohio Street Beach,16.4,1.61,1.662,OhioStreetBeach201407010500
Rainbow Beach,15,1.82,1.597,RainbowBeach201407010400
Calumet Beach,19.1,2.43,1.406,CalumetBeach201407011300
Calumet Beach,18,3.11,1.533,CalumetBeach201407021600
Calumet Beach,19.1,3.05,1.106,CalumetBeach201407010600
63rd Street Beach,15,2.19,1.419,63rdStreetBeach201407010600
Montrose Beach,15.5,1.64,1.497,MontroseBeach201407010600
Osterman Beach,16.2,2.76,1.305,OstermanBeach201407010600
Ohio Street Beach,16.1,1.37,1.578,OhioStreetBeach201407010600
Rainbow Beach,15,1.87,1.227,RainbowBeach201407010600
Calumet Beach,19,2.12,1.275,CalumetBeach201407010700
63rd Street Beach,15.1,2.08,1.492,63rdStreetBeach201407010700
Montrose Beach,15.8,4.27,1.621,MontroseBeach201407010700
Osterman Beach,16.2,2.06,1.27,OstermanBeach201407010700
Ohio Street Beach,16.5,1.22,1.723,OhioStreetBeach201407010700
Rainbow Beach,15.1,1.5,1.46,RainbowBeach201407010700
Calumet Beach,19.3,2.16,1.43,CalumetBeach201407010900
63rd Street Beach,15.5,1.79,1.568,63rdStreetBeach201407010900
Montrose Beach,16.7,10.25,1.676,MontroseBeach201407010900
Osterman Beach,16.9,2.35,1.303,OstermanBeach201407010900
Ohio Street Beach,17.1,1.12,1.631,OhioStreetBeach201407010900
Rainbow Beach,15.6,1.78,1.349,RainbowBeach201407010900
Calumet Beach,19.4,1.93,1.27,CalumetBeach201407011000
63rd Street Beach,15.8,1.57,1.461,63rdStreetBeach201407011000
Montrose Beach,16.8,5.17,1.663,MontroseBeach201407011000
Osterman Beach,16.9,1.54,1.241,OstermanBeach201407011000
Ohio Street Beach,17.9,1.05,1.574,OhioStreetBeach201407011000
Rainbow Beach,15.9,1.44,1.357,RainbowBeach201407011000
Calumet Beach,19,3.71,1.331,CalumetBeach201407011400
Montrose Beach,17.5,0.76,1.45,MontroseBeach201407011400
Ohio Street Beach,19.4,0.86,1.71,OhioStreetBeach201407011400
Osterman Beach,17.9,1.25,1.101,OstermanBeach201407011400
63rd Street Beach,16.2,1.31,1.378,63rdStreetBeach201407011100
Montrose Beach,17.2,2.07,1.25,MontroseBeach201407011100
Osterman Beach,17.2,1.24,0.943,OstermanBeach201407011100
Ohio Street Beach,18.2,1.04,1.24,OhioStreetBeach201407011100
Rainbow Beach,16.4,1.59,1.231,RainbowBeach201407011100
Calumet Beach,18.9,2.66,1.317,CalumetBeach201407011200
63rd Street Beach,16.3,1,1.626,63rdStreetBeach201407011200
Montrose Beach,17,1.04,1.348,MontroseBeach201407011200
Osterman Beach,17.5,1.51,1.086,OstermanBeach201407011200
Ohio Street Beach,18.3,0.95,1.465,OhioStreetBeach201407011200
Montrose Beach,17.1,0.86,1.344,MontroseBeach201407011300
Osterman Beach,17.6,1.55,1.011,OstermanBeach201407011300
Ohio Street Beach,18.7,0.93,1.636,OhioStreetBeach201407011300
Calumet Beach,18.9,4.41,1.342,CalumetBeach201407011500
Montrose Beach,17.6,0.74,1.491,MontroseBeach201407011500
Calumet Beach,18.8,3.23,1.465,CalumetBeach201407011800
Ohio Street Beach,18.9,1.08,1.407,OhioStreetBeach201407011700
Calumet Beach,18.8,3.4,1.46,CalumetBeach201407012000
Ohio Street Beach,17.5,0.72,1.514,OhioStreetBeach201407012000
63rd Street Beach,16.2,1.1,1.851,63rdStreetBeach201407011300
Montrose Beach,17.8,0.71,1.625,MontroseBeach201407011700
Osterman Beach,16.6,0.92,1.312,OstermanBeach201407011900
Calumet Beach,18.7,3.37,1.228,CalumetBeach201407012100
63rd Street Beach,16.4,1.04,1.572,63rdStreetBeach201407012100
Calumet Beach,18.7,3.64,1.271,CalumetBeach201407012200
63rd Street Beach,16.3,0.9,1.59,63rdStreetBeach201407012200
Montrose Beach,16.8,0.57,1.408,MontroseBeach201407012100
Osterman Beach,16.4,0.74,1.083,OstermanBeach201407012100
Ohio Street Beach,16.7,0.93,1.391,OhioStreetBeach201407012100
Rainbow Beach,16.9,1.63,1.403,RainbowBeach201407012100
Calumet Beach,18,3.62,1.397,CalumetBeach201407021700
63rd Street Beach,16.4,1.31,1.708,63rdStreetBeach201407021700
Montrose Beach,16.6,1.34,1.631,MontroseBeach201407021700
Osterman Beach,16.8,1.63,1.305,OstermanBeach201407021700
Ohio Street Beach,17.8,2.83,1.672,OhioStreetBeach201407021700
Rainbow Beach,16.6,1.79,1.504,RainbowBeach201407021700
Calumet Beach,17.6,1.07,1.42,CalumetBeach201407030800
63rd Street Beach,16.2,0.79,1.74,63rdStreetBeach201407030800
Montrose Beach,16.7,1.24,1.669,MontroseBeach201407030800
Osterman Beach,17.3,1.41,1.356,OstermanBeach201407030800
Ohio Street Beach,15.5,1.44,1.755,OhioStreetBeach201407030800
Rainbow Beach,16.5,1.7,1.532,RainbowBeach201407030800
Montrose Beach,16.8,0.53,1.416,MontroseBeach201407012200
Osterman Beach,16.4,0.76,1.078,OstermanBeach201407012200
Ohio Street Beach,16.6,1.04,1.511,OhioStreetBeach201407012200
Calumet Beach,18.8,2.26,1.262,CalumetBeach201407012300
63rd Street Beach,16.4,0.83,1.646,63rdStreetBeach201407012300
Montrose Beach,16.9,0.67,1.444,MontroseBeach201407012300
